ResponseId_pre	Semester	Q1_pre	Q8_pre	Q9_1_pre	Q9_2_pre	Q9_3_pre	Q9_4_pre	Q9_5_pre	Q9_6_pre	Q9_7_pre	Q9_8_pre	Q9_9_pre	Q9_10_pre	Q10_1_pre	Q10_2_pre	Q10_3_pre	Q10_4_pre	Q10_5_pre	Q10_6_pre	Q10_7_pre	Q10_8_pre	Q10_9_pre	Q10_10_pre	Q10_11_pre	Q10_12_pre	Q10_13_pre	Q10_14_pre	Q10_15_pre	Q10_16_pre	Q10_17_pre	Q10_18_pre	Q10_19_pre	Q10_20_pre	Q10_21_pre	Q10_22_pre	Q10_23_pre	Q10_24_pre	Q10_25_pre	Q11_1_pre	Q11_2_pre	Q11_3_pre	Q11_4_pre	Q11_5_pre	Q11_6_pre	Q11_7_pre	Q11_8_pre	Q11_9_pre	Q11_10_pre	Q11_11_pre	Q11_12_pre	Q11_13_pre	Q11_14_pre	Q11_15_pre	Q11_16_pre	Q11_17_pre	Q11_18_pre	Q11_19_pre	Q11_20_pre	Q11_21_pre	Q11_22_pre	Q19_1_pre	Q19_2_pre	Q19_3_pre	Q19_4_pre	Q19_5_pre	Q19_6_pre	Q19_7_pre	Q19_8_pre	Q19_9_pre	Q19_10_pre	Q2_pre	Q3_pre	Q4_pre	Q5_pre	Q6_pre	Q7_pre	Q8_post	Q9_1_post	Q9_2_post	Q9_3_post	Q9_4_post	Q9_5_post	Q9_6_post	Q9_7_post	Q9_8_post	Q9_9_post	Q9_10_post	Q9_11_post	Q9_12_post	Q9_13_post	Q9_14_post	Q9_15_post	Q9_16_post	Q9_17_post	Q9_18_post	Q9_19_post	Q9_20_post	Q9_21_post	Q9_22_post	Q9_23_post	Q9_24_post	Q9_25_post	Q10_1_post	Q10_2_post	Q10_3_post	Q10_4_post	Q10_5_post	Q10_6_post	Q10_7_post	Q10_8_post	Q10_9_post	Q10_10_post	Q10_11_post	Q10_12_post	Q10_13_post	Q10_14_post	Q10_15_post	Q10_16_post	Q10_17_post	Q10_18_post	Q10_19_post	Q10_20_post	Q10_21_post	Q11_1_post	Q11_2_post	Q11_3_post	Q11_4_post	Q13_1_post	Q13_2_post	Q13_3_post	Q13_4_post	Q13_5_post	Q13_6_post	Q13_7_post	Q13_8_post	Q13_9_post	Q13_10_post	Q13_11_post	Q13_12_post	Q13_13_post	Q13_14_post	Q13_15_post	Q13_16_post	Q13_17_post	Q13_18_post	Q13_19_post	Q13_20_post	Q13_21_post	Q13_22_post	Q2_post	Q3_post	Q4_post	Q5_post	Q6_post	Q7_post
R_30VxHbgFS7o7t8p	Spring 2024	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Not important	Not important	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly disagree	Strongly disagree	Agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	4	2	5	5	2	5	1	6	3	6	Male	Asian American	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	None	None	Much	Little	Extensive	Much	Little	None	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Little	Little	Little	Little	Little	Little	Little	Small gain	Small gain	Large gain	Small gain	Small gain	Small gain	Small gain	Moderate gain	Small gain	Very large gain	Very large gain	No gain or very small gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Agree	Agree	Agree	Agree	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Male	Asian American	I am a first-year college undergraduate.	Yes	Cell Biology/ Biochemistry	Definitely yes
R_64N4a37JFE1IhoL	Spring 2024	Agree	My goal is to go to school for an M.D./Ph.D.	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Not important	Moderately important	Much	Some	Some	Some	Some	Little	Much	Much	Much	Much	Much	Some	Much	Much	Much	Little	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	Agree	Agree	Strongly agree	Neutral	Disagree	Disagree	Disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Strongly agree	Agree	Neutral	Strongly disagree	Disagree	Strongly agree	Neutral	Agree	Agree	Strongly disagree	2	2	2	4	3	5	3	5	3	6	Female	Prefer not to answer	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Some	Little	Extensive	Much	Much	Much	Little	Little	Extensive	Extensive	Some	Much	Much	Much	Much	Much	Much	Much	Little	None	Little	None	Little	None	None	Small gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Small gain	Large gain	Small gain	Large gain	Moderate gain	Moderate gain	Large gain	Small gain	Large gain	Large gain	Agree	Agree	Agree	Neutral	Agree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Strongly disagree	Agree	Agree	Neutral	Neutral	Agree	Agree	Neutral	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Agree	Agree	Strongly disagree	Female	Prefer not to answer	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_5wuZ2GJSn3ns4ol	Spring 2024	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Not important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Much	Some	Much	Much	Some	Some	Some	Much	Much	Much	Much	Much	Much	Some	Some	Some	Little	Some	Little	Some	Little	Little	Some	Some	Strongly agree	Agree	Neutral	Neutral	Neutral	Neutral	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Strongly disagree	Neutral	Agree	Neutral	Neutral	Disagree	Disagree	Strongly agree	Disagree	Neutral	Agree	Disagree	4	2	4	4	2	4	1	5	5	3	Male	White	I am a third-year college undergraduate	Yes	B.A Biology	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Much	Some	Much	Little	Much	Some	Much	Much	Some	Little	Little	Some	Much	Much	Some	Little	Some	Some	Some	Little	Some	Some	Little	Much	Some	Small gain	Moderate gain	Large gain	Small gain	Moderate gain	Moderate gain	Small gain	Large gain	Small gain	Moderate gain	Moderate gain	Small gain	Very large gain	Moderate gain	Small gain	Small gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Neutral	Agree	Agree	Agree	Neutral	Neutral	Disagree	Neutral	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Neutral	Neutral	Neutral	Neutral	Disagree	Male	White	I am a third-year college undergraduate	Yes	biology	Prefer not to answer
R_15AcVajNuHNMxzq	Spring 2024	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	Much	Some	Some	Much	Some	Some	Some	Much	Some	Some	Some	Much	Some	Some	Some	Much	Some	Some	Some	Some	Some	Some	Extensive	Agree	Neutral	Agree	Neutral	Neutral	Neutral	Disagree	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Neutral	Disagree	Neutral	Disagree	Agree	Neutral	Disagree	Agree	Disagree	4	4	4	4	3	3	3	4	3	4	Female	White	I am a second-year college undergraduate	No	Intended biology	Definitely yes	My goal is to go to school for other health professions.	Much	Much	Much	Much	Much	Much	Some	Little	Much	Much	Much	Much	Some	Some	Much	Much	Much	Much	Little	Little	Little	Little	Little	Little	Little	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Neutral	Agree	Disagree	Disagree	Neutral	Agree	Disagree	Agree	Agree	Neutral	Agree	Agree	Disagree	Agree	Agree	Disagree	Agree	Disagree	Female	White	I am a second-year college undergraduate	Yes	biology	Definitely yes
R_3OrcIf4FSIvgqxI	Spring 2024	Agree	My goal is to go to school for other health professions.	Not important	Not important	Not important	NA	Very important	Very important	Very important	Very important	Moderately important	Not important	Much	Some	Some	Extensive	Much	Little	Extensive	Extensive	Extensive	Extensive	Much	Little	Much	Some	Some	Some	Some	Much	Extensive	Extensive	Extensive	Much	Extensive	Some	None	Agree	Agree	Strongly agree	Agree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Disagree	Disagree	Strongly agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Neutral	Agree	Disagree	3	2	6	5	2	6	3	4	6	6	Female	White	I am a first-year college undergraduate.	No	Environmental Science	Definitely yes	My goal is to go to school for other health professions.	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Some	Extensive	Some	Little	Some	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Much	Little	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Little	N.A./Prefer not to answer	N.A./Prefer not to answer	Moderate gain	Large gain	Very large gain	Moderate gain	Small gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Small gain	Very large gain	Very large gain	Very large gain	Large gain	Moderate gain	Large gain	No gain or very small gain	Very large gain	Large gain	Agree	Strongly agree	Agree	Disagree	Strongly agree	Agree	Strongly agree	Neutral	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Agree	Agree	Disagree	Strongly agree	Strongly agree	Disagree	Disagree	Strongly disagree	Strongly agree	Disagree	Disagree	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	No	NA	Definitely yes
R_7dW09OiXCML9o4L	Spring 2024	Agree	My goal is to go to school for an M.D./Ph.D.	Moderately important	Moderately important	Very important	Very important	Very important	Moderately important	Very important	Moderately important	Not important	Moderately important	Much	Some	Little	Much	Little	None	Some	Little	Much	Much	Little	Some	Much	Much	Some	Little	Some	Some	Much	Much	Much	Much	Little	Much	Little	Agree	Neutral	Agree	Neutral	Disagree	Agree	Disagree	Disagree	Agree	Strongly agree	Disagree	Agree	Strongly agree	Neutral	Neutral	Neutral	Disagree	Strongly agree	Agree	Agree	Neutral	Disagree	4	2	5	3	3	5	3	5	4	4	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Much	Some	Much	Much	Some	Extensive	Much	Much	Much	Much	Some	Much	Extensive	Much	Much	Much	Extensive	Extensive	Little	Some	Little	Little	Little	None	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Very large gain	Large gain	Moderate gain	Large gain	Very large gain	Large gain	Moderate gain	Very large gain	Moderate gain	Very large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Small gain	Agree	Agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Disagree	Disagree	Agree	Strongly disagree	Disagree	Agree	Strongly agree	Disagree	Disagree	Agree	Strongly agree	Neutral	Disagree	Strongly disagree	Agree	Strongly agree	Agree	Strongly agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_6DYMzHof4fR7hTr	Spring 2024	Agree	Not applicable/Prefer not to answer.	NA	Very important	Very important	Moderately important	Very important	Moderately important	Very important	Very important	NA	Moderately important	Some	Little	None	Extensive	Some	Extensive	Extensive	Much	Much	Extensive	Much	Much	Some	Much	N.A./Prefer not to answer	Extensive	Extensive	Some	Much	Much	Some	Extensive	Extensive	Much	Little	Strongly agree	Agree	Agree	Strongly agree	Strongly disagree	Neutral	Disagree	Strongly disagree	Disagree	Strongly agree	Agree	Agree	Strongly agree	Neutral	Neutral	Disagree	Strongly disagree	Agree	Neutral	NA	Agree	Disagree	3	1	2	1	4	3	4	5	5	5	Female	Hispanic/Latino	I am a first-year college undergraduate.	Yes	animal behavior	Prefer not to answer	My goal is to go to school for other health professions.	Little	Little	Some	Little	Little	Some	Some	None	Much	Some	Much	Little	Little	Little	Some	Some	Little	Little	Some	None	None	None	Little	None	None	No gain or very small gain	Small gain	Small gain	Small gain	Small gain	Small gain	Small gain	Small gain	Small gain	Moderate gain	Small gain	Small gain	Moderate gain	Small gain	Small gain	No gain or very small gain	Small gain	No gain or very small gain	No gain or very small gain	Small gain	No gain or very small gain	Neutral	Agree	Disagree	Disagree	Neutral	Disagree	Neutral	Neutral	Neutral	Disagree	Disagree	Disagree	Neutral	Neutral	Disagree	Disagree	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Neutral	Neutral	Neutral	Neutral	Female	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes
R_71iH4JrbibpaNAK	Spring 2024	Agree	My goal is to go to school for an M.D./Ph.D.	Moderately important	Moderately important	Moderately important	Very important	Moderately important	Very important	Very important	Very important	Moderately important	Moderately important	Much	Some	None	Much	Some	Little	Some	Little	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Some	Extensive	Little	Little	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Little	Strongly agree	Agree	Agree	Neutral	Neutral	Neutral	Disagree	Disagree	Agree	Agree	Neutral	Agree	Agree	Agree	Disagree	Neutral	Disagree	Strongly agree	Neutral	Agree	Agree	Disagree	4	1	2	6	1	5	1	2	5	5	Male	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Much	Much	Much	Extensive	Much	Much	Some	Much	Much	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Some	Much	Some	Much	Much	Much	Little	Little	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	No gain or very small gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Neutral	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Neutral	Neutral	Neutral	Strongly disagree	Strongly disagree	Agree	Agree	Neutral	Strongly agree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Agree	Neutral	Agree	Strongly agree	Strongly disagree	Male	Two or more races	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_3aWRTSsO2FvPCtH	Spring 2024	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Not important	NA	Some	Some	None	Much	Some	None	Much	Little	Much	Much	Much	Some	Much	Much	Some	Some	None	Little	Some	Much	Much	Much	Much	Much	None	Agree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Strongly agree	Disagree	Neutral	Strongly agree	Neutral	Neutral	Disagree	Strongly disagree	Strongly agree	Neutral	Agree	Agree	Strongly disagree	5	1	5	6	2	6	2	5	6	6	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Much	Much	Extensive	Extensive	Extensive	Little	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Much	None	None	None	Extensive	Extensive	Extensive	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Very large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Neutral	Strongly disagree	Disagree	Disagree	Disagree	Neutral	Strongly agree	Disagree	Neutral	Strongly agree	Strongly disagree	Disagree	Disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Neutral	Strongly disagree	Male	White	I am a first-year college undergraduate.	No	N/A	Definitely yes
R_1BYi7mGigNyQ3ro	Spring 2024	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Some	Some	Some	Some	Some	Some	Little	Little	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Some	Much	Little	Little	Little	Little	Little	Extensive	Much	Agree	Neutral	Agree	Neutral	Disagree	Neutral	Disagree	Disagree	Neutral	Agree	Neutral	Agree	Agree	Neutral	Agree	Disagree	Neutral	Agree	Neutral	Agree	Neutral	Disagree	2	2	2	5	5	5	2	2	5	3	Female	Two or more races	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	My goal is to go to school for a medical degree (M.D.).	Much	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Little	Little	Some	Extensive	Extensive	Extensive	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Neutral	Agree	Agree	Agree	Neutral	Disagree	Neutral	Agree	Agree	Agree	Agree	Agree	Disagree	Neutral	Disagree	Disagree	Agree	Neutral	Agree	Agree	Strongly disagree	Female	Two or more races	I am a first-year college undergraduate.	No	Biology	Definitely yes
R_5CCqORx6Rw9BjbS	Spring 2024	Agree	My goal is to go to school for other health professions.	Moderately important	Moderately important	Not important	Not important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Much	Extensive	Some	Much	Extensive	Much	Little	Some	Much	Much	Much	Much	Much	Much	Some	Much	Much	Some	Some	Some	Some	Some	Much	Extensive	Agree	Agree	Agree	Neutral	Disagree	Strongly disagree	Disagree	Disagree	Neutral	Strongly agree	Strongly disagree	Agree	Agree	Neutral	Neutral	Neutral	Disagree	Agree	Neutral	Disagree	Agree	Disagree	3	3	2	4	5	4	3	1	3	3	Male	White	I am a first-year college undergraduate.	No	None	It is likely	My goal is to go to school for other health professions.	Much	Much	Extensive	Extensive	Extensive	Extensive	Some	Little	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Much	Much	Much	Much	Little	None	None	Little	Some	Extensive	Some	Moderate gain	Very large gain	Moderate gain	Small gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Moderate gain	Very large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Large gain	Small gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Strongly disagree	Agree	Agree	Agree	Disagree	Disagree	Strongly disagree	Agree	Disagree	Strongly disagree	Agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	No	Biology with minor in management potentially	It is likely
R_3wnyMvYFBmKKRD5	Spring 2024	Agree	My goal is to go to school for an M.D./Ph.D.	Moderately important	Very important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Not important	Moderately important	Much	Extensive	Little	Some	Some	Some	Much	Much	Much	Much	Little	Little	Some	Some	Little	Little	Little	Little	Some	Little	Some	Some	Some	Much	Some	Agree	Disagree	Neutral	Neutral	Strongly agree	Neutral	Disagree	Disagree	Neutral	Neutral	Neutral	Neutral	Strongly agree	Neutral	Disagree	Disagree	Disagree	Neutral	Disagree	Neutral	Agree	Disagree	4	4	5	2	3	3	4	4	4	6	Female	White	I am a first-year college undergraduate.	Yes	biology major	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Some	Much	Much	Much	Much	Much	Much	Some	Much	Some	Little	Much	Much	Much	Small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Agree	Agree	Agree	Agree	Agree	Neutral	Neutral	Neutral	Strongly agree	Agree	Disagree	Neutral	Neutral	Neutral	Neutral	Neutral	Strongly agree	Disagree	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_1zpuVVzxxJDuEEd	Spring 2024	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Moderately important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Much	Little	Much	Much	Some	Some	Little	Some	Much	Much	Some	Little	Much	Much	Some	Much	Some	Little	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	Strongly agree	Agree	Strongly agree	Strongly disagree	Disagree	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Neutral	Agree	Agree	Disagree	Disagree	Strongly disagree	Agree	Neutral	Strongly disagree	Disagree	Strongly disagree	1	6	4	5	3	3	2	5	2	5	Female	White	I am a first-year college undergraduate.	Yes	Major: Biology  with concentrations in chemistry	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Extensive	N.A./Prefer not to answer	Extensive	Some	Extensive	Extensive	Some	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	Little	Extensive	Extensive	Much	Moderate gain	Moderate gain	Large gain	Very large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Large gain	Large gain	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Agree	Neutral	Strongly disagree	Agree	Strongly agree	Strongly disagree	Strongly agree	Strongly disagree	Agree	Agree	Strongly disagree	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Major in Biology with a potential minor in a science or arts-related field	Definitely yes
R_7fVSrLY57PIy4tu	Spring 2024	Agree	My goal does not include graduate education for at least the near future.	Moderately important	Very important	Not important	Not important	Moderately important	Not important	Moderately important	Moderately important	Moderately important	Not important	Some	Some	Little	Much	Little	None	Extensive	Some	Much	Extensive	Some	Some	Some	Some	Much	Some	Little	Some	Some	Some	Some	Much	Some	None	None	Agree	Agree	Strongly agree	Neutral	Strongly agree	Agree	Disagree	Strongly disagree	Agree	Disagree	Disagree	Neutral	Agree	Neutral	Neutral	Disagree	Disagree	Agree	Neutral	Neutral	Strongly agree	Strongly disagree	5	2	4	3	1	4	2	6	1	6	Male	White	I am a second-year college undergraduate	No	Economics	It is unlikely	My goal does not include graduate education for at least the near future.	None	None	None	Extensive	Some	Much	Some	None	Extensive	Extensive	Some	Some	Extensive	Extensive	Much	Some	Much	Much	Much	None	None	None	Some	Extensive	Little	Small gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	No gain or very small gain	Moderate gain	No gain or very small gain	Moderate gain	No gain or very small gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Neutral	Agree	Disagree	Disagree	Disagree	Neutral	Neutral	Disagree	Disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Neutral	Agree	Disagree	Disagree	Strongly disagree	Male	White	I am a first-year college undergraduate.	No	I have not declared officially, but when I do, I will declare as an economics major.	Definitely no
R_3NWeWqmxaK1NOyx	Spring 2024	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	Much	Much	Some	Much	Some	Little	Much	Some	Much	Some	Much	Some	Much	Much	Little	Some	Some	Little	Much	Much	Much	Much	Much	Much	Little	Agree	Agree	Agree	Disagree	Strongly disagree	Disagree	Disagree	Disagree	Neutral	Agree	Disagree	Neutral	Agree	Disagree	Neutral	Neutral	Disagree	Agree	Agree	Disagree	Neutral	Disagree	4	2	2	4	4	4	3	4	4	4	Female	White	I am a first-year college undergraduate.	No	Biology/environmental science	Definitely yes	My goal is to go to graduate school for a Masters Degree in the life sciences	Extensive	Much	Extensive	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Much	Extensive	Extensive	Extensive	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	Much	Much	N.A./Prefer not to answer	Little	Little	Little	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Disagree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Disagree	Disagree	Neutral	Disagree	Agree	Neutral	Disagree	Neutral	Disagree	Female	White	I am a first-year college undergraduate.	No	Not declared, but will be declaring Biology and Environmental Science	Definitely yes
R_3f1N6Spj3b5v5Lm	Spring 2024	Agree	My goal is to go to school for other health professions.	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Not important	Moderately important	Much	Some	Some	Much	Much	Some	Much	Much	Much	Much	Much	Some	Much	Much	Much	Some	Much	Some	Much	Much	Much	Much	Much	Much	Some	Agree	Agree	Strongly agree	Disagree	Disagree	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Agree	Agree	Neutral	Disagree	Disagree	Agree	Agree	Agree	Agree	Disagree	5	2	5	5	2	5	5	5	4	5	Female	White	I am a first-year college undergraduate.	No	N/A	It is likely	My goal is to go to a type of graduate education not mentioned above, such as law school.	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	Extensive	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Strongly disagree	Strongly agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	No	N/A	Definitely yes
