ResponseId_pre	Semester_pre	Q1_pre	Q8_pre	Q9_1_pre	Q9_2_pre	Q9_3_pre	Q9_4_pre	Q9_5_pre	Q9_6_pre	Q9_7_pre	Q9_8_pre	Q9_9_pre	Q9_10_pre	Q10_1_pre	Q10_2_pre	Q10_3_pre	Q10_4_pre	Q10_5_pre	Q10_6_pre	Q10_7_pre	Q10_8_pre	Q10_9_pre	Q10_10_pre	Q10_11_pre	Q10_12_pre	Q10_13_pre	Q10_14_pre	Q10_15_pre	Q10_16_pre	Q10_17_pre	Q10_18_pre	Q10_19_pre	Q10_20_pre	Q10_21_pre	Q10_22_pre	Q10_23_pre	Q10_24_pre	Q10_25_pre	Q11_1_pre	Q11_2_pre	Q11_3_pre	Q11_4_pre	Q11_5_pre	Q11_6_pre	Q11_7_pre	Q11_8_pre	Q11_9_pre	Q11_10_pre	Q11_11_pre	Q11_12_pre	Q11_13_pre	Q11_14_pre	Q11_15_pre	Q11_16_pre	Q11_17_pre	Q11_18_pre	Q11_19_pre	Q11_20_pre	Q11_21_pre	Q11_22_pre	Q19_1_pre	Q19_2_pre	Q19_3_pre	Q19_4_pre	Q19_5_pre	Q19_6_pre	Q19_7_pre	Q19_8_pre	Q19_9_pre	Q19_10_pre	Q2_pre	Q3_pre	Q4_pre	Q5_pre	Q6_pre	Q7_pre	Q8_post	Q9_1_post	Q9_2_post	Q9_3_post	Q9_4_post	Q9_5_post	Q9_6_post	Q9_7_post	Q9_8_post	Q9_9_post	Q9_10_post	Q9_11_post	Q9_12_post	Q9_13_post	Q9_14_post	Q9_15_post	Q9_16_post	Q9_17_post	Q9_18_post	Q9_19_post	Q9_20_post	Q9_21_post	Q9_22_post	Q9_23_post	Q9_24_post	Q9_25_post	Q10_1_post	Q10_2_post	Q10_3_post	Q10_4_post	Q10_5_post	Q10_6_post	Q10_7_post	Q10_8_post	Q10_9_post	Q10_10_post	Q10_11_post	Q10_12_post	Q10_13_post	Q10_14_post	Q10_15_post	Q10_16_post	Q10_17_post	Q10_18_post	Q10_19_post	Q10_20_post	Q10_21_post	Q11_1_post	Q11_2_post	Q11_3_post	Q11_4_post	Q13_1_post	Q13_2_post	Q13_3_post	Q13_4_post	Q13_5_post	Q13_6_post	Q13_7_post	Q13_8_post	Q13_9_post	Q13_10_post	Q13_11_post	Q13_12_post	Q13_13_post	Q13_14_post	Q13_15_post	Q13_16_post	Q13_17_post	Q13_18_post	Q13_19_post	Q13_20_post	Q13_21_post	Q13_22_post	Q2_post	Q3_post	Q4_post	Q5_post	Q6_post	Q7_post
R_279fKI3GHnNIQtM	Spring 2022	Agree	My goal is to go to school for other health professions.	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	Little	Some	Some	Little	Much	Some	Much	Some	Some	Little	Some	Some	Some	Much	Some	Some	Much	Much	Much	Much	Much	Little	N.A./Prefer not to answer	Agree	Agree	Agree	Agree	Strongly disagree	NA	Strongly disagree	Strongly disagree	Neutral	Agree	Neutral	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Agree	Neutral	Neutral	Neutral	Disagree	3	5	3	2	2	2	3	3	2	3	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior B.S.	Definitely yes	I now plan to pursue a medical degree	Much	Much	Much	Extensive	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Much	Some	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Strongly agree	Neutral	Disagree	Neutral	Neutral	Agree	Neutral	Disagree	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior B.S.	Definitely yes
R_1r65od9obCNP9tC	Spring 2022	Agree	My goal is to go to school for other health professions.	Not important	Very important	Moderately important	Not important	Not important	Not important	Not important	Not important	Very important	Moderately important	Some	Some	None	Much	Some	Little	Extensive	Extensive	Extensive	Extensive	Some	None	Little	Some	Some	Little	None	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Some	None	Neutral	Agree	Agree	Agree	Disagree	Neutral	Neutral	Disagree	Agree	Strongly agree	Disagree	Strongly agree	Agree	NA	Neutral	Agree	Strongly disagree	Agree	Strongly disagree	Agree	Agree	Strongly disagree	4	3	5	4	2	3	3	2	4	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	Not applicable/Prefer not to answer	Much	Much	Extensive	Extensive	Extensive	Extensive	Some	Little	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	None	None	None	Much	Extensive	Little	Small gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Moderate gain	Moderate gain	Small gain	Very large gain	Moderate gain	Moderate gain	Small gain	Moderate gain	No gain or very small gain	Neutral	Strongly agree	Agree	Strongly agree	Neutral	Neutral	Strongly agree	Agree	Agree	Neutral	Disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Neutral	Agree	Agree	Neutral	Neutral	Strongly disagree	Agree	Disagree	Neutral	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	No	I plan to major in Economics while taking the required courses for nursing school.	It is unlikely
R_2CVOpmbj5t2ywnH	Spring 2022	Agree	My goal does not include graduate education for at least the near future.	NA	Very important	NA	Very important	Very important	Moderately important	Very important	Very important	Very important	NA	Much	Much	Much	Much	Much	Some	Much	Much	Much	Much	Much	Much	Much	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Some	Strongly agree	Disagree	Strongly agree	Strongly disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Neutral	Strongly agree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Agree	Disagree	Agree	Strongly disagree	4	3	4	3	2	2	2	3	2	3	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	I now plan not to pursue post-graduate education	Much	Some	Extensive	Much	Some	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Some	Little	Little	Little	Extensive	Much	Little	Small gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Moderate gain	Very large gain	Small gain	Large gain	Large gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Agree	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Disagree	Agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology and Environmental Science	Definitely yes
R_1JFMUvCSIDAly8b	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Much	Much	Little	Much	Some	Little	Extensive	Extensive	Extensive	Extensive	Much	None	Some	Some	Some	Little	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Little	Little	Strongly agree	Strongly agree	Agree	Neutral	Strongly disagree	Disagree	Disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Agree	Strongly agree	Agree	Disagree	Disagree	Strongly disagree	Agree	Agree	Strongly disagree	Neutral	Strongly disagree	4	1	3	4	2	4	3	3	4	4	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	Not applicable/Prefer not to answer	Some	Some	Much	Much	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Little	None	None	None	Much	Extensive	Extensive	Small gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Very large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Agree	Strongly agree	Strongly agree	Agree	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Disagree	Strongly agree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Agree	Strongly disagree	Neutral	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_10Hqw82mDGNaxDK	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Very important	Not important	Not important	Very important	Moderately important	Moderately important	Very important	Not important	Not important	Much	Some	Some	Much	Much	Some	Much	Much	Much	Much	Some	Some	Much	Some	Some	Some	Some	Little	Much	Much	Much	Much	Much	Much	Little	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Agree	Disagree	Disagree	Disagree	Agree	Neutral	Neutral	Neutral	Disagree	3	2	3	3	2	4	3	3	3	4	Female	White	I am a first-year college undergraduate.	No	Biology	Definitely yes	I now plan to pursue a medical degree	Extensive	Much	Much	Extensive	Much	Much	Much	Some	Much	Extensive	Much	Much	Extensive	Much	Much	Much	N.A./Prefer not to answer	Much	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Extensive	Much	N.A./Prefer not to answer	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	N.A./Prefer not to answer	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Female	White	I am a first-year college undergraduate.	No	Saying that I am a biology major but not yet declared.	It is likely
R_2uxibPmlbxQJRIy	Spring 2022	Agree	My goal is to go to school for other health professions.	Very important	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Not important	Moderately important	Some	Some	None	Much	Some	None	Little	Some	Much	Little	Some	Some	Some	Some	Much	Some	Little	None	Much	Much	Some	Some	Much	Little	None	Neutral	Neutral	Agree	Disagree	Disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Agree	Agree	Neutral	Neutral	Disagree	Strongly disagree	Disagree	Strongly disagree	Agree	Neutral	Neutral	Neutral	Disagree	2	4	2	2	4	2	3	2	2	2	Female	White	I am a first-year college undergraduate.	Yes	biology	It is likely	I now plan not to pursue post-graduate education	Much	Some	Extensive	Much	Extensive	Extensive	Some	Some	Much	Extensive	Much	Much	Some	Some	Some	Much	Much	Some	Some	Some	Some	Little	Much	Much	Much	Small gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Neutral	Agree	Disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	biology	Definitely yes
R_phBlaHv3MFizu2l	Spring 2022	Agree	My goal does not include graduate education for at least the near future.	Moderately important	Moderately important	Not important	Not important	Moderately important	Moderately important	Moderately important	Moderately important	Moderately important	Not important	Some	Much	Much	Some	Some	Much	Much	Little	Some	Some	Some	Some	Some	Some	Some	Some	Some	Much	Little	Some	Some	Some	Some	Little	Some	Neutral	Disagree	Neutral	Disagree	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	Neutral	3	3	3	3	3	3	3	3	3	3	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	Not applicable/Prefer not to answer	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Some	Much	Much	Much	Much	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Neutral	Neutral	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Neutral	Strongly agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes
R_3dX7bpLNa6u0tyF	Spring 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Not important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Not important	Not important	Much	Much	Some	Much	Some	Little	Much	Some	Much	Much	Little	Some	Much	Much	Some	Some	Much	Some	Much	Much	Much	Much	Much	Some	None	Agree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Neutral	Disagree	3	3	2	3	2	3	3	4	3	4	Female	White	I am a first-year college undergraduate.	No	Didn't declare; thinking of biology and classics	It is likely	I now plan to pursue a Master's degree in a science-related field	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Some	Much	Extensive	Some	Some	Extensive	Extensive	Much	Much	Extensive	Extensive	Much	Some	Much	Some	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Some	Much	N.A./Prefer not to answer	Small gain	Large gain	Very large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	N.A./Prefer not to answer	Agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Disagree	Neutral	Agree	Agree	Disagree	Disagree	Disagree	Agree	Agree	Strongly disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	No	Undeclared	It is likely
R_24CUREekpQyxFNr	Spring 2022	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Very important	Very important	Not important	Moderately important	Very important	Moderately important	Very important	Very important	Very important	Moderately important	Some	Some	None	Much	Little	None	Much	Little	Much	Much	Much	Little	Some	Much	Some	Some	Much	Much	Extensive	Extensive	Much	Extensive	Extensive	Little	Little	Agree	Strongly agree	Strongly agree	Disagree	Disagree	Agree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Disagree	Agree	Agree	Agree	Agree	Disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Neutral	Strongly disagree	2	1	4	2	4	4	2	2	5	4	Female	Two or more races	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	I now plan to pursue a Master's degree in a science-related field	Much	Little	Extensive	Much	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	None	Much	None	Much	Much	Some	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Small gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Moderate gain	Agree	Strongly agree	Agree	Neutral	Strongly agree	Agree	Strongly agree	Disagree	Agree	Agree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Disagree	Agree	Agree	Agree	Neutral	Agree	Strongly disagree	Strongly agree	Agree	Strongly disagree	Agree	Strongly disagree	Female	Two or more races	I am a first-year college undergraduate.	No	BA in Animal Behavior and minor in Linguistics	Definitely yes
R_1Ne2c1mWnvLU0yx	Spring 2022	Agree	My goal is to go to school for an M.D./Ph.D.	Very important	Very important	Very important	Very important	Very important	Not important	Not important	Moderately important	Moderately important	Very important	Much	Some	Little	Some	Little	None	Much	Much	Much	Much	Much	Little	Extensive	Much	Much	Extensive	Some	Much	Little	Extensive	Much	Extensive	Extensive	Much	Some	Agree	Neutral	Agree	Neutral	Strongly disagree	Neutral	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Agree	Disagree	Neutral	Agree	Disagree	Agree	Neutral	Disagree	Agree	Disagree	2	1	2	4	3	3	4	4	4	5	Male	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer	I now plan to pursue a medical degree	Some	Much	Extensive	Much	Some	Much	Some	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Much	Some	Some	Some	Some	Some	Extensive	Some	Moderate gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Neutral	Agree	Agree	Agree	Agree	Neutral	Neutral	Neutral	Disagree	Agree	Disagree	Agree	Agree	Disagree	Male	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer
R_2fATvAi7ZNGtpZJ	Spring 2022	Agree	My goal is to go to school for other health professions.	Moderately important	Very important	Moderately important	Not important	Not important	Moderately important	Not important	Moderately important	Moderately important	Not important	Some	Much	Some	Much	Some	Little	Much	Some	Much	Much	Little	Some	Much	Much	Some	Some	Some	Some	Extensive	Much	Extensive	Extensive	Much	Little	Little	Agree	Agree	Agree	Neutral	Neutral	Agree	Neutral	Neutral	Agree	Agree	Disagree	Neutral	Agree	Neutral	Agree	Neutral	Neutral	Neutral	Disagree	Neutral	Disagree	Disagree	4	2	4	2	3	3	3	3	4	2	Male	White	I am a first-year college undergraduate.	Yes	Animal Behavior	I am not sure	I now plan not to pursue post-graduate education	Little	Little	Much	Some	Much	Extensive	Some	Little	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Some	Extensive	Much	Some	Little	None	None	Some	Much	Some	Moderate gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Very large gain	Moderate gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Disagree	Disagree	Strongly agree	Disagree	Disagree	Strongly agree	Disagree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer
R_1IdawxaR8kH0zXg	Spring 2022	Agree	My goal is to go to school for other health professions.	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Some	Some	Little	Little	Little	Little	None	Some	Much	Some	Much	Little	Some	Some	Much	Some	Much	Little	Much	Some	Some	Some	Much	Much	None	Disagree	Agree	Strongly agree	Neutral	Strongly disagree	Neutral	Strongly disagree	Disagree	Agree	Strongly agree	Disagree	Agree	Agree	Neutral	Agree	Agree	Strongly disagree	Strongly agree	Agree	Agree	Agree	Strongly disagree	3	3	4	3	2	4	2	4	5	4	Female	White	I am a first-year college undergraduate.	Yes	Since I am a freshman I am currently a bio major	It is likely	I now plan to pursue a medical degree	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	Extensive	Little	Extensive	Extensive	Extensive	N.A./Prefer not to answer	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Strongly agree	Neutral	Strongly disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Strongly agree	Agree	Agree	Strongly agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	It is likely
R_1guNyt9EK9bhDOc	Spring 2022	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	NA	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Not important	Not important	Much	None	Extensive	Some	Some	Much	Extensive	None	Some	Much	Much	Little	Some	Some	None	Some	Little	Extensive	Some	None	None	None	Little	Little	Much	Agree	Disagree	Agree	Strongly disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	NA	Strongly agree	NA	Disagree	Agree	Agree	Disagree	Neutral	Disagree	Agree	Neutral	NA	Agree	Strongly disagree	2	1	3	3	3	2	1	2	5	5	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer	I now plan to pursue a Doctoral degree in a science-related field	Extensive	Extensive	Much	Much	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Little	Little	Some	Extensive	Extensive	Extensive	Small gain	Very large gain	Very large gain	Very large gain	Moderate gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Strongly disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Agree	Agree	Disagree	Agree	Strongly disagree	Strongly agree	Strongly agree	Strongly disagree	NA	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer
R_2YtVs5cMBU3nnNV	Spring 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Not important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Not important	NA	Much	Much	Little	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Much	Extensive	Much	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Some	None	Agree	Neutral	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Disagree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Agree	Strongly disagree	3	4	4	2	2	3	5	4	3	4	Female	White	I am a first-year college undergraduate.	No	I have not declared, but environmental science and biology	Definitely yes	Not applicable/Prefer not to answer	Some	Some	Some	Much	Extensive	Extensive	Some	Some	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Extensive	N.A./Prefer not to answer	Large gain	Large gain	Very large gain	Very large gain	Moderate gain	Large gain	N.A./Prefer not to answer	Very large gain	Large gain	Very large gain	Large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Strongly agree	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	No	I did not declare yet, but Biology and Environmental Science	Definitely yes
R_2Ui8S1QOmI33rwN	Spring 2022	Agree	My goal does not include graduate education for at least the near future.	Moderately important	Very important	NA	Very important	Very important	Moderately important	Moderately important	Very important	Not important	Very important	Much	Some	Little	Much	Little	Little	Some	Some	Much	Some	Some	Little	Little	Some	Little	Little	Little	Little	Some	Much	Some	Little	Much	Much	None	Neutral	Neutral	Agree	Neutral	Disagree	Agree	Strongly disagree	Disagree	Strongly disagree	NA	Strongly agree	Agree	Disagree	Neutral	Agree	Disagree	Strongly disagree	Agree	Strongly disagree	Neutral	Neutral	Strongly disagree	2	1	3	3	4	3	4	2	4	2	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer	I have not considered any post-graduate education	Little	Some	Much	Some	Extensive	N.A./Prefer not to answer	Little	Some	Extensive	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Some	Much	Some	Little	Some	Extensive	Little	Little	Much	Some	Small gain	Large gain	Very large gain	Small gain	Moderate gain	Large gain	Very large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	No gain or very small gain	Large gain	Small gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Neutral	Agree	Disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Strongly agree	Disagree	Neutral	Neutral	Agree	Disagree	Strongly disagree	Agree	Neutral	Agree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer
R_25WsuLf2KaaVKmU	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Very important	Very important	Moderately important	Moderately important	Moderately important	Very important	Moderately important	Very important	Moderately important	Little	Much	N.A./Prefer not to answer	Much	Much	Some	None	Much	Extensive	Much	Little	Little	Some	Some	Some	Little	Little	Little	Little	None	Little	None	Some	Much	Some	Agree	Disagree	Neutral	Agree	Strongly agree	Agree	Disagree	Strongly agree	Neutral	Agree	Disagree	Agree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Disagree	Neutral	Neutral	Strongly disagree	2	3	1	3	4	4	4	1	3	1	Male	Asian American	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	I now plan to pursue a medical degree	Little	Some	Much	Extensive	Extensive	Extensive	Some	Some	Extensive	Extensive	Much	Much	Extensive	Extensive	Little	Little	Little	Extensive	Some	None	None	Little	Extensive	Much	Little	Small gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Very large gain	Moderate gain	Large gain	Large gain	Very large gain	Very large gain	Moderate gain	Small gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	No gain or very small gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Neutral	Strongly disagree	Strongly agree	Neutral	Disagree	Disagree	Agree	Strongly agree	Disagree	Agree	Agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Agree	Agree	Strongly disagree	Strongly agree	Disagree	Male	Asian American	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer
