ResponseId_pre	Semester	Q1_pre	Q8_pre	Q9_1_pre	Q9_2_pre	Q9_3_pre	Q9_4_pre	Q9_5_pre	Q9_6_pre	Q9_7_pre	Q9_8_pre	Q9_9_pre	Q9_10_pre	Q10_1_pre	Q10_2_pre	Q10_3_pre	Q10_4_pre	Q10_5_pre	Q10_6_pre	Q10_7_pre	Q10_8_pre	Q10_9_pre	Q10_10_pre	Q10_11_pre	Q10_12_pre	Q10_13_pre	Q10_14_pre	Q10_15_pre	Q10_16_pre	Q10_17_pre	Q10_18_pre	Q10_19_pre	Q10_20_pre	Q10_21_pre	Q10_22_pre	Q10_23_pre	Q10_24_pre	Q10_25_pre	Q11_1_pre	Q11_2_pre	Q11_3_pre	Q11_4_pre	Q11_5_pre	Q11_6_pre	Q11_7_pre	Q11_8_pre	Q11_9_pre	Q11_10_pre	Q11_11_pre	Q11_12_pre	Q11_13_pre	Q11_14_pre	Q11_15_pre	Q11_16_pre	Q11_17_pre	Q11_18_pre	Q11_19_pre	Q11_20_pre	Q11_21_pre	Q11_22_pre	Q19_1_pre	Q19_2_pre	Q19_3_pre	Q19_4_pre	Q19_5_pre	Q19_6_pre	Q19_7_pre	Q19_8_pre	Q19_9_pre	Q19_10_pre	Q2_pre	Q3_pre	Q4_pre	Q5_pre	Q6_pre	Q7_pre	Q8_post	Q9_1_post	Q9_2_post	Q9_3_post	Q9_4_post	Q9_5_post	Q9_6_post	Q9_7_post	Q9_8_post	Q9_9_post	Q9_10_post	Q9_11_post	Q9_12_post	Q9_13_post	Q9_14_post	Q9_15_post	Q9_16_post	Q9_17_post	Q9_18_post	Q9_19_post	Q9_20_post	Q9_21_post	Q9_22_post	Q9_23_post	Q9_24_post	Q9_25_post	Q10_1_post	Q10_2_post	Q10_3_post	Q10_4_post	Q10_5_post	Q10_6_post	Q10_7_post	Q10_8_post	Q10_9_post	Q10_10_post	Q10_11_post	Q10_12_post	Q10_13_post	Q10_14_post	Q10_15_post	Q10_16_post	Q10_17_post	Q10_18_post	Q10_19_post	Q10_20_post	Q10_21_post	Q11_1_post	Q11_2_post	Q11_3_post	Q11_4_post	Q13_1_post	Q13_2_post	Q13_3_post	Q13_4_post	Q13_5_post	Q13_6_post	Q13_7_post	Q13_8_post	Q13_9_post	Q13_10_post	Q13_11_post	Q13_12_post	Q13_13_post	Q13_14_post	Q13_15_post	Q13_16_post	Q13_17_post	Q13_18_post	Q13_19_post	Q13_20_post	Q13_21_post	Q13_22_post	Q2_post	Q3_post	Q4_post	Q5_post	Q6_post	Q7_post
R_RaVVYb7p7QyAeY1	Spring 2023	Agree	My goal does not include graduate education for at least the near future.	Moderately important	Very important	NA	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	Much	Some	None	Much	Much	Much	Extensive	Some	Some	Extensive	Some	Little	Extensive	Extensive	Some	Some	Little	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Little	None	Agree	Agree	Strongly agree	Neutral	Strongly disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Agree	Agree	Agree	Agree	Disagree	Strongly disagree	Strongly disagree	Agree	Agree	Strongly agree	Neutral	Strongly disagree	2	5	3	4	4	2	2	4	4	3	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	My goal does not include graduate education for at least the near future.	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	N.A./Prefer not to answer	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Agree	Agree	Strongly agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Agree	Neutral	Agree	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes
R_1jwXJxtnYt6VVnV	Spring 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Much	Much	Much	Extensive	Much	Some	Some	Little	Some	Much	Much	Little	Much	Much	Little	Some	Some	Some	Extensive	Much	Extensive	Extensive	Much	Some	Little	Agree	Neutral	Agree	Neutral	Neutral	Disagree	Disagree	Disagree	Neutral	Strongly agree	Disagree	Neutral	Strongly agree	Disagree	Disagree	Neutral	Neutral	Strongly agree	Agree	Neutral	Disagree	Disagree	3	2	5	5	3	5	3	3	5	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to graduate school for a Masters Degree in the physical sciences (including engineering, math, and computer science).	Little	Little	Extensive	Much	Much	Extensive	Some	Some	Extensive	Extensive	Much	Much	Much	Extensive	Some	Some	Some	Much	Some	None	None	None	Much	Much	None	Small gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Small gain	Small gain	Neutral	Strongly agree	Agree	Strongly agree	Agree	Neutral	Agree	Disagree	Neutral	Neutral	Disagree	Disagree	Agree	Strongly agree	Disagree	Agree	Strongly agree	Disagree	Strongly disagree	Agree	Disagree	Strongly agree	Agree	Disagree	Disagree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Mathematical Economics	I am not sure
R_XIjD2Ps0qyo8fIt	Spring 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Moderately important	Moderately important	Very important	Very important	Moderately important	Moderately important	NA	Very important	Much	Some	Little	Some	Little	None	Little	Little	Extensive	Some	None	None	Much	Much	Much	None	Little	Much	None	None	Much	Little	Little	Much	Little	Strongly agree	Neutral	Strongly disagree	Disagree	Strongly disagree	Disagree	Strongly disagree	Disagree	Agree	Strongly agree	Strongly disagree	Neutral	Agree	Agree	Disagree	Disagree	Strongly disagree	Agree	Agree	Strongly disagree	Disagree	Disagree	6	1	4	5	1	2	2	5	2	6	Male	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	My goal is to go to school for a medical degree (M.D.).	Extensive	Extensive	Much	Extensive	Some	Much	Extensive	Extensive	Extensive	Much	Extensive	Much	Much	Much	Some	Extensive	Some	Much	Much	Extensive	Much	Some	Much	Much	Some	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Very large gain	Moderate gain	Small gain	Small gain	Small gain	Moderate gain	Small gain	Neutral	Neutral	Neutral	Neutral	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Neutral	Agree	Neutral	Agree	Neutral	Neutral	Disagree	Strongly disagree	Strongly agree	Agree	Neutral	Neutral	Disagree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	biology	Definitely yes
R_Y02jWVm4kfg8bqF	Spring 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Very important	Very important	Very important	Moderately important	Very important	Moderately important	Very important	Very important	Moderately important	Very important	Some	Much	Some	Some	Much	Much	Much	Much	Much	Extensive	Extensive	Much	Extensive	Extensive	Some	Some	Some	Some	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Little	Agree	Disagree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Strongly agree	Neutral	Disagree	Strongly agree	Agree	Disagree	Disagree	Strongly disagree	Strongly agree	Agree	Agree	Agree	Strongly disagree	3	5	3	3	4	2	4	4	2	5	Female	White	I am a first-year college undergraduate.	Yes	Biology Major	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Some	Some	Extensive	Extensive	Extensive	Little	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Little	Little	None	Extensive	Extensive	Much	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Disagree	Strongly agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Strongly agree	Strongly disagree	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_3NKaYG7XzbmPHTl	Spring 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Very important	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Some	Much	Some	Some	Some	Some	Much	Little	Much	Much	Much	Some	Much	Much	Much	Some	Some	Little	Extensive	Much	Much	Extensive	Extensive	Some	Some	Agree	Neutral	Agree	Neutral	Agree	Agree	Disagree	Disagree	Agree	Agree	Disagree	Neutral	Agree	NA	Neutral	Agree	Neutral	Agree	Disagree	NA	NA	Disagree	6	1	6	5	1	5	3	6	4	5	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	Extensive	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly disagree	Agree	Disagree	Strongly disagree	Disagree	Agree	Strongly agree	Neutral	Agree	Strongly agree	Strongly disagree	Disagree	Disagree	Disagree	Agree	Neutral	Strongly agree	Strongly agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_1H8iOQhTBwdm52G	Spring 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Extensive	Extensive	Some	Much	Some	Some	Extensive	Extensive	Extensive	Extensive	Much	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Little	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Neutral	Strongly disagree	Disagree	Disagree	Agree	Neutral	Agree	Agree	Neutral	Agree	Disagree	Strongly disagree	Strongly agree	Neutral	Agree	Strongly agree	Strongly disagree	4	3	3	4	1	4	2	6	2	6	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Agree	Neutral	Disagree	Strongly disagree	Neutral	Disagree	Strongly agree	Agree	Neutral	Strongly agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Agree	Strongly agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	BS in Biology	Definitely yes
R_3EA9T3huXAtSNfe	Spring 2023	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Very important	Very important	Moderately important	Moderately important	Much	Much	Little	Extensive	Extensive	Much	Extensive	Much	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Much	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Agree	Disagree	Agree	Disagree	Disagree	Neutral	Disagree	Disagree	Agree	Agree	Disagree	Agree	Strongly agree	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Neutral	Agree	Strongly disagree	3	2	2	4	4	5	2	3	5	6	Female	Asian American	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to graduate school for a Masters Degree in the life sciences	Much	Extensive	Some	Extensive	Extensive	Much	Much	Some	Much	Much	Much	Much	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Much	Much	Much	Much	Much	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Disagree	Strongly agree	Disagree	Strongly agree	Disagree	Disagree	Strongly disagree	Agree	Agree	Disagree	Disagree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly agree	Disagree	Disagree	Neutral	Strongly disagree	Female	Asian American	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_2czxa6adWWQnjp1	Spring 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Not important	Moderately important	Much	Some	None	Some	Little	Little	Much	Little	Much	Some	Some	None	Some	Some	Little	Some	Little	Little	Much	Some	Some	Much	Much	Some	None	Agree	Neutral	Strongly agree	Disagree	Disagree	Disagree	Disagree	Strongly disagree	Disagree	Agree	Agree	Disagree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Agree	Neutral	Disagree	Neutral	Strongly disagree	2	3	2	4	5	4	3	2	4	3	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Some	Little	Some	None	Much	Extensive	Some	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Agree	Disagree	Disagree	Strongly disagree	Disagree	Disagree	Agree	Neutral	Disagree	Agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Agree	Agree	Strongly disagree	Disagree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_3ewqQXpmwIdYD02	Spring 2023	Agree	My goal is to go to school for other health professions.	Not important	Moderately important	Very important	Very important	Moderately important	Very important	Moderately important	Very important	Not important	Moderately important	Some	Extensive	Little	Extensive	Much	Little	Some	Little	Extensive	Extensive	Extensive	Some	Extensive	Much	Some	Extensive	Some	Some	Extensive	Some	Some	Extensive	Much	Much	Little	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Disagree	Disagree	Agree	Agree	Neutral	Agree	Strongly agree	Agree	Disagree	Strongly disagree	Strongly agree	Neutral	Agree	Agree	Disagree	3	3	5	5	2	5	2	4	6	2	Male	White	I am a first-year college undergraduate.	Yes	Animal Behavior	It is likely	My goal is to go to graduate school for a Masters Degree in the physical sciences (including engineering, math, and computer science).	Much	Extensive	Some	Much	Extensive	Much	Some	Little	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Little	Little	None	Some	Some	Some	Extensive	Extensive	Very large gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Agree	Disagree	Disagree	Strongly disagree	Disagree	Disagree	Agree	Neutral	Strongly disagree	Strongly agree	Agree	Disagree	Neutral	Strongly disagree	Strongly agree	Neutral	Neutral	Agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Animal Behavior BS	It is likely
R_Xz97W6HVqneWTPr	Spring 2023	Agree	My goal is to go to a type of graduate education not mentioned above, such as law school.	Very important	Very important	Very important	NA	Very important	NA	Moderately important	Moderately important	Very important	Very important	Some	Much	Much	Much	Some	Some	Some	Much	Some	Much	Some	Much	Much	Much	Much	Little	Much	Little	Extensive	Much	Some	Extensive	Some	Some	Little	Agree	Agree	Agree	Agree	Agree	Agree	Neutral	Neutral	Agree	Agree	Disagree	Neutral	Neutral	Disagree	Neutral	Disagree	Neutral	Neutral	Disagree	Agree	Neutral	Neutral	5	3	3	3	5	6	3	3	3	3	Male	White	I am a first-year college undergraduate.	No	n/a	Definitely yes	My goal is to go to a type of graduate education not mentioned above, such as law school.	None	None	None	Much	Much	Much	Some	Much	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Little	Little	Little	Some	Much	Some	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neutral	Agree	Agree	Neutral	Agree	Agree	Agree	Agree	Neutral	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Male	White	I am a first-year college undergraduate.	No	Economics	It is unlikely
R_1MQClI2rVt8CpP9	Spring 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Some	Some	Some	Much	Much	Much	Much	Much	Much	Much	Much	Little	Some	Some	Much	Some	Much	Much	Extensive	Much	Much	Extensive	Extensive	Little	None	Agree	Agree	Strongly agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Agree	Disagree	Neutral	Agree	Neutral	Disagree	Disagree	Disagree	Strongly agree	Disagree	Disagree	Agree	Disagree	4	1	1	6	4	1	6	6	1	5	Female	Two or more races	I am a first-year college undergraduate.	Yes	Animal Behavior Pre Veterinary Track	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Some	Extensive	Much	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Little	Extensive	Extensive	Extensive	Extensive	Extensive	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Small gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	NA	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Neutral	Disagree	Disagree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Disagree	Neutral	Agree	Strongly disagree	Female	Two or more races	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer
R_A0WyVqMt9Jhp8wV	Spring 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Very important	Moderately important	Very important	Moderately important	Moderately important	Moderately important	Very important	Very important	Much	Some	None	Much	Some	None	Much	Some	Much	Much	Much	Much	Much	Much	Much	Some	Much	Much	Much	Much	Some	Some	Much	Little	Little	Agree	Strongly agree	Agree	NA	NA	Neutral	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Agree	Neutral	Agree	Agree	Disagree	Agree	Neutral	Disagree	Agree	Disagree	4	2	5	2	2	5	2	5	4	6	Female	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	My goal is to go to school for a medical degree (M.D.).	Extensive	Little	None	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	None	Some	Extensive	Extensive	Extensive	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology, Bachelor of Science	Definitely yes
R_31Z6QKnVs7Nmqv3	Spring 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Some	Little	Some	Much	Some	Some	Much	Much	Much	Much	Much	Some	Much	Much	Much	Some	Some	Some	Much	Much	Much	Some	Some	None	Little	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Neutral	Disagree	Strongly disagree	Disagree	Agree	Neutral	Neutral	Agree	Neutral	Disagree	Strongly disagree	Neutral	Neutral	Neutral	Agree	Agree	Disagree	4	3	3	4	3	3	1	4	4	4	Male	White	I am a first-year college undergraduate.	Yes	Animal Behavior on a pre med track	Prefer not to answer	My goal is to go to school for an M.D./Ph.D.	Much	Some	Extensive	Extensive	Extensive	Extensive	Some	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Some	Much	Some	Extensive	Extensive	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Strongly agree	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Disagree	Strongly agree	Agree	Disagree	Disagree	Disagree	Strongly agree	Disagree	Neutral	Agree	Disagree	Male	White	I am a first-year college undergraduate.	Yes	Animal Behavior, Pre-Med	Prefer not to answer
R_1gGaNvGE1xenLYn	Spring 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Very important	NA	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Moderately important	Extensive	Some	None	Much	Much	None	None	Extensive	Extensive	Much	Much	None	Little	Little	Some	Little	Little	Little	Much	Much	Much	Much	Much	Much	None	Disagree	Agree	Neutral	Neutral	Neutral	Strongly agree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Disagree	Strongly agree	Strongly agree	Agree	Agree	Neutral	Disagree	Agree	Disagree	Agree	Agree	Disagree	4	1	5	5	3	5	2	2	5	5	Female	Prefer not to answer	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Much	Much	Much	Much	Much	Much	Much	Little	Much	Much	Much	Much	Much	Much	Much	Much	Little	Little	Little	None	Little	Little	Some	Some	Some	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Strongly agree	Strongly agree	Strongly disagree	Disagree	Disagree	Disagree	Agree	Agree	Strongly disagree	Disagree	Strongly agree	Strongly agree	Strongly agree	Disagree	Strongly disagree	Strongly agree	Strongly agree	Disagree	Agree	Strongly disagree	Female	Prefer not to answer	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_ALKY6UKVNFtgjGp	Spring 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Moderately important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Little	Little	Much	Some	Some	Much	Much	Much	Much	Some	Some	Some	Some	Some	Some	Some	Some	Extensive	Extensive	Much	Much	Much	Some	Little	Neutral	Neutral	Agree	Neutral	Disagree	Neutral	Disagree	Neutral	Disagree	Agree	Agree	Neutral	Agree	Agree	Neutral	Disagree	Strongly disagree	Agree	Disagree	Disagree	Disagree	Disagree	3	2	5	4	3	4	3	3	3	4	Female	White	I am a first-year college undergraduate.	Yes	Bachelor of Science in Biology	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Much	Some	Some	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Much	Much	Some	Much	Some	Some	Some	Some	Little	Much	Much	Much	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Very large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Disagree	Disagree	Disagree	Disagree	Neutral	Neutral	Agree	Agree	Disagree	Strongly agree	Neutral	Disagree	Neutral	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology, possible double major in Environmental Studies	Definitely yes
R_PzVLqArXPHq84tH	Spring 2023	Agree	My goal does not include graduate education for at least the near future.	Not important	Very important	Not important	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Not important	Very important	Little	Little	Some	Some	Some	Some	Some	None	Little	Little	Little	Little	Some	Some	Little	Little	Little	Some	Some	Little	Some	Little	Some	Some	Little	Agree	Neutral	Neutral	Disagree	Strongly disagree	Agree	Disagree	Neutral	Neutral	Neutral	Neutral	Neutral	Agree	Agree	Agree	Neutral	Disagree	Neutral	Strongly disagree	Agree	Agree	Disagree	5	1	6	6	2	5	4	4	3	6	Female	Prefer not to answer	I am a first-year college undergraduate.	Yes	Biology Minor Biochem	Definitely yes	My goal does not include graduate education for at least the near future.	Some	Much	Much	Much	Much	Much	Some	Some	Much	Much	Much	Much	Much	Much	Much	Some	Much	Much	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Much	Much	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	N.A./Prefer not to answer	Agree	Agree	Agree	Agree	Agree	Neutral	Agree	Agree	Disagree	Agree	Disagree	Neutral	Neutral	Agree	Agree	Neutral	Agree	Agree	Neutral	Neutral	Disagree	Agree	Disagree	Disagree	Neutral	Disagree	Female	White	I am a first-year college undergraduate.	Yes	biology	Definitely yes
